artist_name,cluster,hotness,familiarity
Andy Griffith,0,0.51687368343399998,0.31060034368799999
Andy Russell,0,0.39925338995699999,0.28199510883500001
Angel Romero,0,0.49007349958700003,0.33478229347299998
Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,0,0.49007349958700003,0.33478229347299998
Angelica Maria,0,0.43788950307300001,0.30990168284300001
Angelo Badalamenti,2,0.69877047779599999,0.39945172400500001
Angelo Badalamenti / Keira Knightley,2,0.69877047779599999,0.39945172400500001
Angelo Badalamenti / Patrick Wolf,2,0.69877047779599999,0.39945172400500001
Angels,2,0.69903575505500004,0.43546381745000001
Angélica María,0,0.43788950307300001,0.30990168284300001
Angélla Christie,0,0.28216757765299999,0.293010712379
Anita Kerr,0,0.33416765172500001,0.188030094574
Ann Hampton Callaway,2,0.50677396849,0.37976178373000002
Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley,2,0.50677396849,0.37976178373000002
Ann Lee,2,0.53182921577499997,0.34573486616400001
Ann Nesby,0,0.44791395761000002,0.422575523417
Ann Nesby / Jamecia Bennett,0,0.44791395761000002,0.422575523417
Anna Abreu,2,0.612576141799,0.41574847553599997
Anna Vissi,2,0.63166513474300001,0.41938734245100001
Anne Dudley,2,0.54329024286600003,0.35199833791000001
Anneli Drecker,2,0.50511511464299996,0.33961429528300002
Annie Blanchard,0,0.47973523920700001,0.35245961591800001
Annie Lennox,1,0.77594618367500001,0.621085212055
Annie Lennox,1,0.80658041132699998,0.621085212055
Annie Minogue Band,0,0.47408403818400002,0.30736673641200002
Annie Philippe,0,0.46482443158199999,0.33639130405500001
Anthony Blea Y Su Charanga,0,0.36323712247599999,0.21501464985499999
Anthony Cruz,2,0.534443602415,0.33358462783499998
Anti-Flag,1,0.84403953222700001,0.52437898751500001
Antigone Rising,2,0.58310763612899996,0.34396391071400001
Antimatter,2,0.64199013547399997,0.45713566882700002
Antonio Bribiesca,0,0.35032376488900002,0.26936729514300001
Anubis Spire,1,0.77526876872200001,0.41501140026099997
Apache Indian,2,0.56335349041299998,0.36096095972300002
Aphasia,2,0.52059980066,0.338074486151
April Wine,2,0.65675978781699995,0.41047720014099998
Arc Angels,2,0.58893208585300005,0.34936636110899999
Archie Bell and The Drells,2,0.54935337681100005,0.41712458371900002
Architecture In Helsinki,1,0.80787686788900004,0.50518161586900001
Arco Iris,0,0.40184757465799997,0.31545346268899999
Arctic Monkeys,1,0.81659671022299996,0.55366123329799999
Arctic Monkeys,1,0.81659671022299996,0.57707587454999998
Arctique,0,0.43817793632199997,0.13231276293300001
Arika Kane,2,0.60246647610299997,0.36740857459199999
Arkona,2,0.64632206200200004,0.460853145292
Army of the Pharoahs,2,0.55790503977200001,0.27595077021800002
Arsonists Get All The Girls,1,0.72540292077799995,0.45495739482000003
Art Blakey's Jazz Messengers,0,0.262896412169,0.30757029437700001
Art Ensemble Of Chicago,2,0.57070446926999996,0.394921730676
Art Ensemble Of Chicago,2,0.54602936508,0.40879000601100002
Arthur Brown,2,0.567461244019,0.38321096879200001
Arthur Fiedler,0,0.42729829264399999,0.37949142434700001
Arthur Fiedler;Earl Wild;Pasquale Cardillo,0,0.42729829264399999,0.37949142434700001
Arthur Tracy,0,0.274432947905,0.26622953991300002
Arturo Sandoval,2,0.56146464641100002,0.42352758480899999
Asha Puthli,0,0.48605661664799998,0.28959730627500002
Ashbrg,0,0.41936966293299999,0.33310838630299999
Ashes to Ashes,2,0.56615734157499997,0.35884502516400002
Ashton Shepherd,2,0.67939505142199996,0.390963611732
Ashtrax,0,0.45829231400499998,0.28172467301999998
Asleep At The Wheel,2,0.60425955985799995,0.46102301572600002
Asleep At The Wheel,2,0.60425872844399997,0.46102301572600002
Assassin,2,0.61900771961099998,0.44099153750800002
Astarte,2,0.53708829702000005,0.35291918363199998
Asterisk*,0,0.42694781240599999,0.294726876114
Astrovamps,2,0.54410346945300003,0.39583565399300003
Aswad,2,0.61935894594100005,0.38910738652600002
At All Cost,2,0.64086015605199997,0.32220637004399999
At The Gates,2,0.68226853455100001,0.45837771851499998
Atari Teenage Riot,2,0.68681161681299996,0.44387567634399999
Atman,2,0.52607728001700005,0.37456025292700001
Atom,0,0.50271185877900004,0.31843075997199999
Atomic Rooster,2,0.52075763463699998,0.40456653752600003
Atomship,2,0.589942099118,0.36037571883500003
Atreyu,1,0.82184425512399994,0.59243948552799996
Atreyu,1,0.80028391237200003,0.59243948552799996
Attack Attack,1,0.85043010341799996,0.45801298756100001
Audio Adrenaline,1,0.68747831844899998,0.51623438408400002
Audio Pyper,0,0.43919164634300001,0.23304785258800001
Auf Der Maur,2,0.56998888923400004,0.28748117418500002
Aurlus Mabélé,0,0.30267392492799999,0.27105134630200001
Autonomous Bass Heads,0,0.53267805880700003,0.231014507526
Autumnblaze,0,0.49389115297899999,0.35549595657999999
Avril,1,0.89717803846999999,0.43823441386899997
Avril - Remix By Ana Rago,1,0.89717803846999999,0.43823441386899997
Avril Lavigne,1,0.87840154246900004,0.62030982078300001
Avril Lavigne,1,0.94189645452399995,0.59859674461500001
Axe,2,0.61557525517800005,0.43563374093200002
Aynsley Lister,2,0.51851876924700002,0.36626883986300002
Ayo,2,0.52259018454999995,0.39064123587799998
Azis,2,0.499302192654,0.38729417169399999
B.A.D.,2,0.58398984241600005,0.473636664534
B.B. King,1,0.70873540003799995,0.542289933434
B.B.King,1,0.70873540003799995,0.542289933434
B.o.B,1,0.76822362491499996,0.71253495293699998
BB King,1,0.70873540003799995,0.542289933434
BLEED THE SKY,2,0.64681525274200002,0.43317302311400002
BMX Bandits,2,0.58102898319600005,0.34855302843500002
BT,1,0.78642708337900002,0.51222673831800003
BT feat. JES,1,0.78642708337900002,0.51222673831800003
Babbie Mason,0,0.38178088056499998,0.30591777539699999
Babbu Maan,0,0.448066560828,0.30483033156900002
Babe Ruth,2,0.54516544113800003,0.34863014215900001
Baby Bash,1,0.83389380785300005,0.60211545466700001
Baby Bash / Grimm,1,0.83389380785300005,0.60211545466700001
Baby D,2,0.62086804771899995,0.37897186363599999
Baby Grand,0,0.42957622286699998,0.31335058000600002
Baby Huey & The Baby Sitters,2,0.56148777626900004,0.333596877475
Baby Rasta & Gringo,0,0.36685815093000002,0.355320262173
Baby Rasta & Gringo,2,0.61018630976499999,0.355320262173
Babylon Disco,0,0.45298313210000002,0.32809492469200002
Bacilos,2,0.59555405351299995,0.40070522715099999
Back Door Slam,2,0.55454854978199997,0.41154581362199999
Backstreet Boys,1,0.85141762884700001,0.59261492735200005
Bad Azz,2,0.552053803339,0.34137626763000001
Bad Brains,1,0.72629802744600003,0.55541457581599996
Bad Company,1,0.69681689179100004,0.48210001891999998
Bad Religion,1,0.85867744184799999,0.61821915941200001
Badmarsh & Shri,2,0.56342156309699998,0.40203385602300001
Bally Sagoo,2,0.58097150995699998,0.34873592978399998
Bamberg Symphony Orchestra and Hans Swarowsky,0,0.34036709992500003,0.27210308967199998
Bambino_ Ivan Tirado,2,0.50799671785800005,0.33307563703100002
Band Of Horses,1,0.76063611194299996,0.54724365961200006
Bandido,0,0.463087253734,0.32785892465299998
Barbara Carr,0,0.38568127913799999,0.297333407125
Barbara Fairchild,0,0.42830026735600002,0.37123757358100001
Barbara Jones,0,0.42265461829399997,0.34805816326299999
Barbara Lynn,2,0.54748530142499996,0.34840818111900002
Barbarito Diez,0,0.40979662059900002,0.26634308161999998
Bare Jr.,2,0.53938059021100004,0.36058358215199998
Barenaked Ladies,1,0.82215036195699998,0.79427076825099996
Baroness,1,0.73909928174999995,0.47112671452100002
Barrabas,0,0.31185133676299998,0.15692030923799999
Barrio Obrero,0,0.40102017624800002,0.297320738187
Barry Goldberg,0,0.32980321057799999,0.23747255249900001
Barry Künzel,0,0.35310790974700001,0.256326773555
Barry Manilow,1,0.67675565532299997,0.54370605051700005
Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,1,0.67675565532299997,0.54370605051700005
Barry Mann,2,0.52833561569599996,0.36241193107399999
Basement Jaxx,1,0.80361926184400001,0.53121328680500002
Basic Channel,2,0.55363708619600005,0.36020044786900002
Be Bop Deluxe,2,0.53716056297199999,0.382843062209
Beastie Boys,1,0.85312452327599997,0.59162802400799996
Beastie Boys,1,0.85312452327599997,0.534503925707
Beat Pharmacy,2,0.53003031361899999,0.34440257522700002
Beatnuts,2,0.60801810591500005,0.28552323045
Beatnuts featuring Tony Touch,2,0.60801810591500005,0.28552323045
Beatnuts featuring dead prez and Cheryl Pepsi Riley,2,0.60801810591500005,0.28552323045
Beatnuts with Lil' Donny,2,0.60801810591500005,0.28552323045
BeauSoleil,2,0.50633637807599996,0.33845457590599998
Beautiful Creatures,2,0.54029996379900003,0.40083206812
Beaver Harris,0,0.23330880981300001,0.105308834069
Bebe Winans,2,0.60019539279900003,0.48818138999900001
Bebe Winans / Stephanie Mills,2,0.60019539279900003,0.48818138999900001
Bebo & Cigala,0,0.48370380710400002,0.351624468897
Bebo Norman,1,0.68377110204900005,0.51330012327499996
Becky Baeling,2,0.50693333578099997,0.33485127047399998
Becoming The Archetype,2,0.65782629347300003,0.446170543172
Bedrock,2,0.65403935063100005,0.39062470750099998
Bedwetters,2,0.66652267656700004,0.41407947303199999
Beenie Man,1,0.72921227409699996,0.48133930857399998
Beenie Man Featuring Janet Jackson,1,0.72921227409699996,0.48133930857399998
Beenie Man Featuring Wyclef And Redman,1,0.72921227409699996,0.48133930857399998
Behemoth,1,0.84219335002100004,0.55042282485899996
Beherit,2,0.59618492666400003,0.42747924145900001
Bela Fleck And The Flecktones,2,0.566532653818,0.272364626326
Bellatrax feat. Tina Cousins,2,0.56619411402999997,0.38411270075199999
Belle & Sebastian,1,0.74473476678299999,0.56504565922100003
Belle and Sebastian,1,0.74473476678299999,0.56504565922100003
Belphegor,2,0.68352506498200005,0.47308319240000002
Ben E. King,2,0.68863865357099996,0.47878007430699998
Ben Harper And The Blind Boys Of Alabama,2,0.578648938866,0.37658296179900003
Ben Jelen,2,0.63024749510400002,0.37790447978199998
Ben Sidran,2,0.59993517194699997,0.35679554316700002
Ben Watt feat. Estelle,2,0.61223527088600005,0.38520942741300002
Benabar,2,0.60929415514600005,0.37306049281199999
Beneath The Sky,1,0.72021205152099999,0.47630018971100002
Benga,1,0.70382388986599997,0.46473606069500001
Benny Spellman,0,0.43864349874199998,0.305023496512
Beogradski Sindikat,2,0.52000244523899997,0.46087511344900001
Beres Hammond,2,0.68108441984400003,0.45337118806499999
Beres Hammond Feat. Jah Youth,2,0.68108441984400003,0.45337118806499999
Beres Hammond Feat. Natural Black,2,0.68108441984400003,0.45337118806499999
Berlin,1,0.65177265852599997,0.52447718357700002
Berrogüetto,2,0.55485189752599995,0.38686122473599999
Bersuit Vergarabat,2,0.61550410264199995,0.43983635888799999
Bert Kaempfert,2,0.54103342668800003,0.387973347513
Bert Kaempfert,2,0.54103342668800003,0.42380844353699998
Bert Kaempfert,2,0.54103342668800003,0.39950004591999999
Bert Kaempfert And His Orchestra,0,0.38629190104200001,0.36763987055500003
Bert Kaempfert And His Orchestra,0,0.38629190104200001,0.334793296272
Bert Kaempfert And His Orchestra,2,0.54103342668800003,0.42380844353699998
Bescenta,0,0.45802119323599999,0.32897713393099998
Bessie Smith,2,0.63752105041499996,0.40479806826199999
Beth Nielsen Chapman,0,0.49595712801500003,0.28412694898899998
Betika_ Daouda,0,0.46143965005699999,0.279743591372
Beto Cuevas,2,0.62737583406999997,0.36462990802200002
Beto y sus Canarios,2,0.56458404277499996,0.40941361956599998
Between The Buried And Me,1,0.840590438336,0.54654516195500003
Beyoncé,1,0.88946072534800003,0.61206726829799996
Beyoncé,1,0.88946072534800003,0.61943142231100001
Beyoncé,1,0.88946072565599998,0.61943142231100001
Beyoncé feat. Slim Thug,1,0.88946072534800003,0.61206726829799996
Biddu,0,0.37066720774599998,0.29725838406299998
Big Audio Dynamite,2,0.58398984241600005,0.473636664534
Big Daddy Kane,2,0.64502266589699997,0.45771151155899997
Big Dee Irwin,0,0.37637726475700001,0.36635570016899999
Big Jay Oakerson,0,0.23378799134600001,0.26575366341200002
Big Joe Turner,2,0.59446463280700002,0.36458657540900002
Big John Greer,0,0.36299734682599999,0.27476910413799999
Big John Greer,0,0.36299734682599999,0.29168805978899998
Big Mama Thornton with Kansas Bill and his Orchestra,2,0.57050693619600001,0.423070612086
Big Maybelle,2,0.51028829272099996,0.337858763989
Big Mike Griffin,0,0.43873814827399998,0.32882608516599998
Big Mountain,2,0.62350166005800001,0.42238040906699997
Big One,1,0.81804204437299999,0.63890637671799999
Big Rich,2,0.71178368097699996,0.40736477371099999
Big Rich featuring Devo,2,0.71178368097699996,0.40736477371099999
Big Rich featuring J. Stalin_ Aristotle,2,0.71178368097699996,0.40736477371099999
Big Star,1,0.74104043279599996,0.49650811872099998
BigElf,2,0.62829085661399997,0.36416381027200001
Bikini Machine,2,0.58892422938699995,0.290997288204
Bill & Gloria Gaither,0,0.49392614468599999,0.31962677591700001
Bill & Gloria Gaither,0,0.42688276234700001,0.33330341827299997
Bill & Gloria Gaither,0,0.43402636790299998,0.23451976036899999
Bill Cosby,2,0.58573548789899998,0.38384536725500001
Bill Cosby,0,0.25672922849800001,0.38384536725500001
Bill Douglas,0,0.489537502465,0.34338981461500001
Bill Engvall,2,0.58426618172800004,0.45157077075399998
Bill Laswell,2,0.67800883677900003,0.40403973377500002
Bill Perkins,2,0.51627389084800002,0.32584594517499998
Bill Perry,0,0.48376273200999997,0.332177444973
Billie Jo Spears,2,0.52371463696999998,0.384611083962
Billie Ray Martin Feat. Ann Peebles,2,0.59301606309900001,0.39605043039900001
Billy Bragg,1,0.70369057241099997,0.52919592228099999
Billy Bragg & Wilco,1,0.70369057241099997,0.52919592228099999
Billy Butler,0,0.518479124801,0.26957131968300002
Billy Higgins,0,0.426683813809,0.33315450782299999
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0,0.426683813809,0.33315450782299999
Billy May & His Orchestra,0,0.42969369102799998,0.39046557975000001
Billy Murray,0,0.430615963464,0.322549965474
Billy Pilgrim,0,0.43017204575700002,0.35461905846000003
Billy Price_ Fred Chapellier,0,0.35490464447199999,0.27982890065499999
Billy Walker,0,0.44811156380400002,0.29718094438800002
Bimbo,2,0.51890290857300003,0.344757911508
Bimbo Band,2,0.51890290857300003,0.344757911508
Bingo Players,0,0.40067450487200001,0.23643380474100001
Bionikworld,0,0.413647595674,0.18614164293300001
Birdapres,0,0.43968009601300001,0.25566633386499998
Birds of Prey,0,0.472834534872,0.35733337143400001
Bitter End,2,0.60286806674500004,0.44900243552199998
Bitty McLean,2,0.595811746777,0.387113765389
Bizarre Inc,2,0.63381788169700004,0.35472575530200001
Bizzy Bone,1,0.75418083312999995,0.4762541622
Bizzy Bone Presents,1,0.75418083312999995,0.4762541622
Black Box,2,0.61172602744500004,0.361992288025
Black Debbath,2,0.48040197029600001,0.39232528252799997
Black Eyed Peas,1,0.84560188664000002,1.00594196595
Black Eyed Peas / Les Nubians / Mos Def,1,0.84560188664000002,1.00594196595
Black Eyed Peas / Terry Dexter,1,0.84560188664000002,1.00594196595
Black Flag,1,0.73120804716599996,0.54750677531799996
Black History,1,0.73257174469099995,0.45798167407000001
Black Messiah,2,0.50677633041400005,0.427797718938
Black Sheep,1,0.76152318341199998,0.47479579708800002
Black Tambourine,2,0.57580571527400004,0.39717034145000002
Blackalicious,1,0.69711366271300002,0.51878410236600003
Blackbyrds,0,0.39542568475099998,0.37854907572000002
Blackfoot,2,0.604296587266,0.43798774828800002
Blessid Union Of Souls,0,0.28219106774500002,0.40303220529700001
Blind Blake,2,0.52167299528099997,0.351345077093
Blind Blake & The Royal Victoria Hotel Calypsos,2,0.52171221436399995,0.351345077093
Blind Boy Fuller,2,0.54123118900699996,0.36017027124899997
Blind Lemon Jefferson,2,0.59486664547500001,0.3828469015
Blind Willie Johnson,2,0.60732698227500004,0.401144741478
Blind Willie Johnson,2,0.57430006827699998,0.401144741478
Blind Willie McTell,2,0.59142855196400002,0.38534491373300001
Blind Willie McTell,2,0.59142365907000005,0.38534491373300001
Blink-182,1,0.85135144305300003,0.58234637395800004
Bloc Party,1,0.82777680219500005,0.53779960819799999
Blondie,1,0.75853743851400002,0.55141512026999995
Bloomfield,2,0.50938015507699996,0.35566795638299997
Blue October,1,0.77853470810400005,0.49076866883699999
Blue Rodeo,2,0.63642364495000003,0.44793548047999998
Bo Carter,0,0.46967158346400001,0.357470403065
BoDeans,2,0.61760869398700002,0.40596736920199999
Boards of Canada,1,0.73803972479900004,0.53033038386800002
Bob Azzam,0,0.085512047108599998,0.25193652476200001
Bob Carlisle,2,0.56358358625799998,0.388527293306
Bob Cheevers,0,0.42071725874600002,0.13514395913300001
Bob Crosby,2,0.51092870263599999,0.38955338756800001
Bob Dylan,1,0.67538481199800005,0.63333990870199997
Bob Hope,0,0.43759907186399999,0.33641973757999999
Bob Margolin,2,0.555985052699,0.32684881802600002
Bob Marley,1,0.77883582740199997,0.57010651195100004
Bob Marley,1,0.78026438080100002,0.57010651195100004
Bob Marley & The Wailers,1,0.77883582740199997,0.57010651195100004
Bob Marley & The Wailers,1,0.78026438080100002,0.57010651195100004
Bob McKenzie / Doug McKenzie,0,0.33246693834500002,0.304496933646
Bob Neuwirth,0,0.43427203744999998,0.301502461858
Bob Newhart,0,0.44386507498400002,0.37291068075799999
Bob Sinclar,1,0.94732750663499998,0.60725727958099995
